0,0
1,1
2,2
3,3
4,4
5,5
6,6
3,3
5,5
1,1
6,6
2,2
4,4
0,0
6,6
4,4
2,2
0,0
5,5
3,3
1,1
1,1
2,2
3,3
4,4
5,5
6,6
0,0
